jrsj（接入时间）|jgdm（机构代码）|jgmc（机构名称）|jglx（机构类型）|fddbr（法人代表）|jyfw（经营范围）|jjhy（经济行业）|jjlx（经济类型）|zcrq（注册日期）|pzjgdm（批准机构代码）|xzqh（行政区划）|jgdz（机构地址）|yzbm（邮政编码）|dhhm（电话号码）|bzrq（办证日期）|zfrq（作废日期）|bzjgdm（办证机构代码）|zczj（注册资金）|hbzl（货币种类）|wftzg（外方投资国）|zgrs（职工人数）|bgrq（变更日期）|zchm（注册号码）|zgjg（主管机构）|pzjg（批准机构）|zj（主键）|jj（简介）
2018-12-08 17:23:21|1027200|上海财经大学|财经类||公办|教育||1917||上海市|上海市杨浦区国定路777号|200433|021-65904372,021-65903479||||||||2019-03-28 12:19:29||教育部|教育部||上海财经大学源于1917年南京高等师范学校创办的商科，著名社会活动家、爱国民主人士杨杏佛任商科主任。1921年，随着以南京高等师范学校为基础建设国立东南大学计划的实施，商科扩充
2018-12-08 17:23:21|1059000|深圳大学|综合类||公办|教育||1983||深圳市|后海校区：广东省深圳市南山区南海大道3688号；西丽校区：广东省深圳市南山区学苑大道1066号|518060|0755-26536235||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||深圳大学1983年经国家教育部批准设立。中央、教育部和地方高度重视特区大学建设。北大援建中文、外语类学科，清华援建电子、建筑类学科，人大援建经济、法律类学科，一大批知名学者
2018-12-08 17:23:21|1026800|上海中医药大学|医药类||公办|教育||1956||上海市|上海市浦东新区蔡伦路1200号|201203|021-51322028||||||||2019-03-28 12:19:29||上海市教育委员会|上海市教育委员会||上海中医药大学成立于1956年，是新中国诞生后国家首批建立的中医药高等院校之一,是教育部与地方政府“部市共建”的第一所中医药院校，也是上海市重点建设的高水平大学。学校位于浦
2018-12-08 17:23:22|1003400|中央财经大学|财经类||公办|教育||1949||北京市|学院南路校区地址：北京市海淀区学院南路39号;沙河校区地址：北京市昌平区沙河高教园区|100081|010-62288332||||||||2019-03-28 00:00:16||教育部|教育部||中央财经大学是教育部直属的、教育部、财政部和北京市共建的大学，是国家“双一流”建设、“211工程”建设和首批“优势学科创新平台”项目建设高校。学校始建于1949年11月6日，创办之
2018-12-08 17:23:22|1106600|烟台大学|综合类||公办|教育||1984||烟台市|山东省烟台市莱山区清泉路30号|264005|0535-6902653||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||烟台大学坐落于“中国最佳魅力城市”—烟台，是国内距海最近、拥有海岸线最长的滨海大学，是山东省属重点综合性大学。学校创建于1984年7月，经教育部特批，北京大学、清华大学共同
2018-12-08 17:23:21|1055900|暨南大学|综合类||公办|教育||1906||广州市|石牌校区：广东省广州市天河区黄埔大道西601号；番禺校区：广东省广州市番禺区兴业大道东855号|510632|020-85220130,020-85221340||||||||2019-03-28 12:19:29||国务院侨务办公室|国务院侨务办公室||暨南大学是中国第一所由政府创办的华侨学府，是国务院侨办、教育部、广东省共建的“211工程”重点综合性大学，直属国务院侨办领导。“暨南”二字出自《尚书·禹贡》：“东渐于海，
2018-12-08 17:23:21|1073000|兰州大学|综合类||公办|教育||1909||兰州市|兰州市天水南路222号|730000|0931-8912116,0931-8912748||||||||2019-03-28 12:19:29||教育部|教育部||兰州大学是教育部直属的全国重点综合性大学，是国家“985工程”和“211工程”重点建设高校之一。学校创建于1909年，其前身是清末新政期间设立的甘肃法政学堂，是甘肃近代高等教育开端
2018-12-08 17:23:22|1061400|电子科技大学|理工类||公办|教育||1956||成都市|成都市高新区（西区）西源大道2006号|611731|028-61831137,028-61831139||||||||2019-03-28 12:19:29||教育部|教育部||电子科技大学坐落于四川省成都市，原名成都电讯工程学院，是1956年在周恩来总理的亲自部署下，由交通大学(现上海交通大学、西安交通大学)、南京工学院(现东南大学)、华南工学院(现华
2018-12-08 17:23:22|1042400|山东科技大学|理工类||公办|教育||1951||青岛市|青岛经济技术开发区前湾港路579号|266590|0532-86057077||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||学校建校于1951年，是一所工科优势突出，行业特色鲜明，工学、理学、管理学、文学、法学、经济学、艺术学等多学科相互渗透、协调发展的山东省重点建设的应用基础型人才培养特色名校
2018-12-08 17:23:21|1000600|北京航空航天大学|理工类||公办|教育||1952||北京市|学院路校区:北京市海淀区学院路37号;沙河校区:北京市昌平区沙河高教园区|100083|010-82317695,010-82338793,010-82338240||||||||2019-03-28 12:19:29||中华人民共和国工业和信息化部|中华人民共和国工业和信息化部||北京航空航天大学(简称北航)成立于1952年，由当时的清华大学、北洋大学、厦门大学、四川大学等八所院校的航空系合并组建，是新中国第一所航空航天高等学府，现隶属于工业和信息化部
2018-12-08 17:23:21|1052000|中南财经政法大学|财经类||公办|教育||1948||武汉市|湖北省武汉市东湖新技术开发区南湖大道182号|430073|027-88387338,027-88386200,027-88386181||||||||2019-03-28 12:19:29||教育部|教育部||中南财经政法大学是中华人民共和国教育部直属的一所以经济学、法学、管理学为主干，兼有哲学、文学、史学、理学、工学、艺术学等九大学科门类的普通高等学校，是国家“211工程”高
2018-12-08 17:23:22|1046400|河南科技大学|综合类||公办|教育||1952||洛阳市|洛阳市洛龙区开元大道263号|471023|0379-65627022,0379-65627035||||||||2019-03-28 12:19:29||国家机械工业部|国家机械工业部||河南科技大学(简称河科大，英文简称：HAUST)坐落于“千年帝都，牡丹花城”、中原城市群副中心城市—洛阳，是国家国防科工局与河南省人民政府共建高校、国家中西部高校基础能力建设工
2018-12-08 17:23:21|1107800|广州大学|综合类||公办|教育||2000||广州市|校本部：广州市番禺区大学城外环西路230号；桂花岗校区位于广州市越秀区解放北路桂花岗东1号|510006|020-39366232||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||广州大学是以国家重要中心城市“广州”命名的综合性大学，于2000年合并组建，有着90多年的办学传统。学校立足粤港澳大湾区区位优势，强化大学的使命与担当，锐意改革，开拓进取，各
2018-12-08 17:23:22|1047500|河南大学|综合类||公办|教育||1912||开封市|河南省开封市明伦街85号|475001|0371-22196686,0371-22868221||||||||2019-03-28 12:19:29||河南省人民政府|河南省人民政府||河南大学坐落在历史文化名城、八朝古都开封。这里曾是河南贡院的所在地，1903、1904年最后两场全国会试在这里举行，上千年的科举制度在这里划上句号。1912年，以林伯襄为代表的一批河
2018-12-08 17:23:21|1111700|扬州大学|综合类||公办|教育||1902||扬州市|江苏省扬州市大学南路88号|225009|0514-87991290,0514-87990685,0514-87990230,0514-879||||||||2019-03-28 12:19:29||江苏省教育厅|江苏省教育厅||扬州大学坐落于国家首批历史文化名城扬州，是江苏省人民政府和教育部共建高校、江苏省属重点综合性大学、江苏高水平大学全国百强省属高校建设计划支持高校，全国首批博士、硕士学
2018-12-08 17:23:21|1035900|合肥工业大学|理工类||公办|教育||1945||合肥市|安徽省合肥市屯溪路193号|230002|0551-62902397,0551-62902327||||||||2019-03-28 12:19:29||中华人民共和国教育部|中华人民共和国教育部||合肥工业大学是中华人民共和国教育部直属全国重点大学，教育部、工信部和安徽省政府共建高校，国防科工局与教育部共建高校。学校创建于1945年，1960年被中共中央批准为全国重点大学
2018-12-08 17:23:22|1043300|山东理工大学|理工类||公办|教育||1956||淄博市|山东省淄博市张店区新村西路266号|255049|0533-2780673||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||山东理工大学创建于1956年，坐落在历史悠久的齐文化发祥地——山东省淄博市，是山东省重点建设的理工科大学。学校现为国家人才培养模式创新实验区、首批国家级“卓越工程师教育培养
2018-12-08 17:23:21|1070100|西安电子科技大学|理工类||公办|教育||1931||西安市|北校区地址：西安市太白南路2号南校区地址：西安市西沣路兴隆段266号|710071|029-88202335,029-88204236||||||||2019-03-28 12:19:29||教育部|教育部||西安电子科技大学是以信息与电子学科为主，工、理、管、文多学科协调发展的全国重点大学，直属教育部，是国家“优势学科创新平台”项目和“211工程”项目重点建设高校之一、国家双
2018-12-08 17:23:21|1015100|大连海事大学|理工类||公办|教育||1909||大连市|辽宁省大连市凌海路1号|116026|0411-84727233,0411-84724303||||||||2019-03-28 12:19:29||交通部|交通部||大连海事大学(原大连海运学院)是交通运输部所属的全国重点大学，是国家“211工程”重点建设高校、国家“一流学科”建设高校，是交通运输部、教育部、原国家海洋局、辽宁省人民政府
2018-12-08 17:23:21|1028800|南京理工大学|理工类||公办|教育||1953||南京市|江苏省南京市孝陵卫200号|210014|400-110-2882,025-84432546||||||||2019-03-28 12:19:29||工业和信息化部|工业和信息化部||南京理工大学是隶属于中华人民共和国工业和信息化部的全国重点大学，坐落在钟灵毓秀、虎踞龙蟠的古都南京。学校由创建于1953年的新中国军工科技最高学府---中国人民解放军军事工程学
2018-12-08 17:23:21|1029400|河海大学|理工类||公办|教育||1915||南京市|江苏省南京市鼓楼区西康路1号;江苏省南京市江宁区佛城西路8号|211100|025-58099483,025-58099489||||||||2019-03-28 12:19:29||教育部|教育部||河海大学是一所拥有百年办学历史，以水利为特色，工科为主，多学科协调发展的教育部直属全国重点大学，是实施国家“211工程”重点建设、国家优势学科创新平台建设、一流学科建设以
2018-12-08 17:23:21|1025100|华东理工大学|理工类||公办|教育||1952||上海市|上海市梅陇路130号|200237|021-64252763||||||||2019-03-28 12:19:29||教育部|教育部||华东理工大学原名华东化工学院，办学历史可追溯到100多年前的南洋公学和震旦学院，是1952年由交通大学(上海)、震旦大学(上海)、大同大学(上海)、东吴大学(苏州)、江南大学(无锡)等校化
2018-12-08 17:23:21|1069900|西北工业大学|理工类||公办|教育||1938||西安市|西安市友谊西路127号|710072|029-88460206,029-88492310||||||||2019-03-28 12:19:29||工业和信息化部|工业和信息化部||西北工业大学(以下简称西工大)坐落于陕西西安，是我国唯一一所以同时发展航空、航天、航海(三航)人才培养和科学研究为特色的多科性、研究型、开放式大学，现隶属于工业和信息化部。
2018-12-08 17:23:22|1179900|重庆工商大学|财经类||公办|教育||1952||重庆市|重庆市南岸区学府大道19号：重庆市南岸区学府大道28号：江北校区：重庆市江北区董家溪鹅石堡山26号|400067|023-62769696||||||||2019-03-28 12:19:29||重庆市教育委员会|重庆市教育委员会||重庆工商大学始创于1952年，2002年1月18日经教育部批准，由原渝州大学和原重庆商学院合并组建而成，是一所经济学、管理学、文学、工学、法学、理学、艺术学等学科协调发展的、具有鲜
2018-12-08 17:23:21|1006000|天津理工大学|理工类||公办|教育||1979||天津市|天津市西青区宾水西道391号|300384|022-60216795||||||||2019-03-28 12:19:29||天津市教育委员会|天津市教育委员会||天津理工大学是一所以工为主，工理结合，工、理、管、文、艺等学科协调发展的多科性大学。学校前身为天津理工学院，于1979年以天津大学理工分校名义开始招收本科生，1981年经国务院
