北京东方国信科技股份有限公司|管连平|010-84866666|investor@bonc.com.cn|www.bonc.com.cn|北京市朝阳区创达三路1号院1号楼7层101|105668.009万|1997-07-28|在业|110105002496292|91110000633027609B|633027609|91110000633027609B|股份有限公司(上市、自然人投资或控股)|2008-06-30至无固定期限|软件和信息技术服务业||2018-11-20|104996.948万|1000-4999人|1977|朝阳分局||Business-intelligence of Oriental Nations Corporation Ltd.|北京市朝阳区创达三路1号院1号楼7层101附近公司|计算机软硬件、机电一体化产品、计算机系统集成的技术开发、技术咨询、技术服务、技术培训、技术转让；销售自行开发后产品、计算机、软件及辅助设备、电子产品、通讯设备、仪器仪表；租赁计算机软硬件；企业策划；信息咨询（中介除外）；市场调查；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；出租办公用房；物业管理；计算机系统服务；合同能源管理；互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械、电子公告服务）。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）|北京东方国信科技股份有限公司（以下简称&quot;东方国信公司&quot;）成立于1997年，是信息产业部认定的软件企业和北京市中关村高新技术企业，并通过了ISO9001:2000质量管理体系认证。东方国信公司长期致力于中国国内电信领域的BI（商业智能）、CRM（客户关系管理）、CTI等软件开发、服务与解决方案，拥有多项软件产品专利，是中国联通和中国电信的业务支撑系统的核心合作厂商之一，也是中国铁通业务支撑的三家核心厂商之一。同时，公司在软件外包和业务流程外包方面取得飞速发展，分别在大连和重庆建立软件服务外包基地。2011年01月25日，北京东方国信科技股份有限公司（股票代码：300166，公司简称：东方国信）1月14日发行的1017.6万股A股股票，今日在深圳证券交易所挂牌。
赤峰西拉沐沦（集团）投资有限公司|岳国军|2233680||www.xilamulun.com|内蒙古自治区赤峰市元宝山区平庄宝山路北段东侧|3500万|2005-04-18|存续|150400000004217|91150403772226034Q|772226034|91150403772226034Q|有限责任公司(自然人投资或控股)(1130)|2005-04-18至2025-04-17|商务服务业||2018-06-19|3150万|||赤峰市元宝山区市场监督管理局||Chifeng Xila Mulun(Group)Investment Co.,Ltd.|内蒙古自治区赤峰市元宝山区平庄宝山路北段东侧附近公司|投资经营与管理。（国家法律、法规规定应经审批的未获审批前不得生产经营）|
蒙东国际物流有限公司|徐向会|0476-5850345|rwjydh@163.com||内蒙古自治区赤峰市元宝山区马林街道办事处原红卫矿内|60000万|2017-10-24|存续|150403000033087|91150403MA0NKTP05U|MA0NKTP05|91150403MA0NKTP05U|有限责任公司(自然人投资或控股的法人独资)(1152)|2017-10-24至2047-10-23|道路运输业||2019-03-26|200万|||赤峰市元宝山区市场监督管理局|||内蒙古自治区赤峰市元宝山区马林街道办事处原红卫矿内附近公司|仓储服务（不含危险化学品）；物流信息咨询服务；道路普通货物运输（凭许可证在有效期内经营）；场地租赁；自营和代理各类货物及技术的进出口业务（但国家限定公司经营或禁止进出口的商品及技术除外）|
赤峰东元电力有限责任公司|王玉峰|0476-3595383|||内蒙古自治区赤峰市元宝山区云杉路|8000万|2000-12-15|存续|150400000011100|91150403720176979W|720176979|91150403720176979W|有限责任公司（非自然人投资或控股的法人独资）(1153)|2000-12-15至2025-12-15|电力、热力生产和供应业||2017-12-18|8000万|||赤峰市元宝山区市场监督管理局|||内蒙古自治区赤峰市元宝山区云杉路附近公司|许可经营项目：无 一般经营项目：电控设备安装；电力设备加工、制造、修理、安装、调试、保洁；火电机组检修、维护；金属材料、机电设备、化工产品（不含危险品）、粉煤灰、塑钢制品销售；环保设备、热能动力、热工自动化、运输设备、燃料输送、机械设备设计及设备改造；环保设备制造、销售；地基与基础工程施工；住宿；餐饮；酒销售；化工设备检修维护|
内蒙古田野餐桌现代农业有限责任公司|谢桂云|18047621888|tyczhr@163.com||内蒙古自治区赤峰市元宝山区美丽河镇四家村|4000万|2012-03-05|存续|150403000015030|911504035888486183|588848618|911504035888486183|其他有限责任公司(1190)|2012-03-05至2032-03-04|批发业||2018-10-08|900万|||赤峰市元宝山区市场监督管理局|||内蒙古自治区赤峰市元宝山区美丽河镇四家村附近公司|许可经营项目：馒头、花卷、包子、面条、大饼、馅饼、凉拌菜、辣酱加工销售；肉羊养殖（动物防疫条件合格证有效期至2015年1月12日）销售 一般经营项目：杂粮销售；农作物种植、销售（不含农作物种子）；农牧业技术服务；蔬菜新品种、新技术研究推广；技术转让、技术培训|
内蒙古华天制药有限公司|郭蔚冰|0476-3584966|710564270@qq.com|www.nmghuatian.cn|内蒙古自治区赤峰市资源型城市转型经济开发实验区|5000万|2007-10-22|存续|150403000000590|911504036673136709|667313670|911504036673136709|有限责任公司(自然人投资或控股)(1130)|2007-10-22至2057-10-21|医药制造业||2018-07-25|5000万|||赤峰市工商管理质量技术监督局||Inner Mongolia Huatian Pharmaceutical Co.,Ltd.|内蒙古自治区赤峰市资源型城市转型经济开发实验区附近公司|许可经营项目：粉剂／预混剂、散剂（含中药提取）、颗粒剂(含中药提取)/片剂、口服溶液剂（含中药提取）／最终灭菌大容量非静脉注射剂、消毒剂（固体）、消毒剂（液体）生产（凭兽药生产许可证经营）；自营进出口业务（但国家限定公司经营和禁止公司进出口的商品和技术除外）；兽用保健药品、原药、医疗器械批发（不含预防用生物制品）(凭兽药经营许可证经营)；添加剂预混合饲料生产（凭添加剂预混合饲料生产许可证经营）；混合型饲料添加剂生产（凭混合型饲料添加剂生产许可证经营）、饲料添加剂生产（凭饲料添加剂生产许可证经营）；农药批发和进出口（不含危险化学品）。普通货物道路运输|
内蒙古草原兴发食品有限公司|徐鹏|0476-8662914|lxl3665@163.com|www.cyxf.com|内蒙古自治区赤峰市元宝山区平庄镇哈河街东段南侧|10000万|2007-03-23|存续|150000400000986|911504037971900155|797190015|911504037971900155|其他有限责任公司(1190)|2007-03-23至2047-03-14|批发业||2016-07-13|10000万|小于50人|11|赤峰市元宝山区市场监督管理局||Inner Mongolia Grass Xingfa Foodstuff Co.,Ltd.|内蒙古自治区赤峰市元宝山区平庄镇哈河街东段南侧附近公司|许可经营项目：粮食收购；动物保健药品、器械（不包括预防用兽用生物制品）销售。 一般经营项目：农作物种植；仓储服务；牧草销售；食用农产品销售；养殖技术咨询服务。预包装食品兼散装食品、不含乳制品批发兼零售；不以下项目分支机构经营：禽类屠宰、加工；速冻食品【速冻其他食品（速冻肉制品）】、肉制品（酱卤肉制品、熏煮香肠火腿制品、熏烧烤肉制品）生产、销售；草原绿鸟商品鸡雏孵化、销售；浓缩饲料、配合饲料生产与销售|内蒙古草原兴发食品有限公司（以下简称“草原兴发”）是在内蒙古草原兴发股份有限公司实施重大资产重组后，顺应市场需求和产业发展需要，于2007年3月23日注册成立的，是香港光辉集团控股的港澳台投资企业。现注册资本金为1亿元。草原兴发是以肉鸡、肉羊为主导产业，是国家级民族特需用品（清真食品）定点生产企业。公司设有国家级食品研发检测中心，还拥有全国环境最佳的种禽饲养场，生产条件居于行业领先水平。
赤峰宝山仕家房地产开发有限公司|谢井生|0476-5857500|2892938164@qq.com||赤峰市元宝山区平庄王府花园小区综合楼三楼|2000万|2012-06-18|存续|150403000015595|911504035973284464|597328446|911504035973284464|有限责任公司(自然人投资或控股)(1130)|2012-06-18至2042-06-17|房地产业||2018-03-19||小于50人|1|赤峰市元宝山区市场监督管理局|||赤峰市元宝山区平庄王府花园小区综合楼三楼附近公司|许可经营项目：房地产开发(凭资质经营)、销售；房屋及建筑设备租赁；广告设计、制作、代理、发布；餐饮服务（凭许可证在有效期内经营）。 一般经营项目：无|赤峰宝山仕家房地产开发有限公司成立于2012年06月18日，主要经营范围为许可经营项目：房地产开发（凭资质经营）、销售等。
内蒙古康绿源蔬菜产业有限责任公司|谢桂云|18047621888|nmgkanglvyuan@163.com||内蒙古自治区赤峰市元宝山区美丽河镇四家村|500万|2008-09-04|存续|150403000007933|91150403676949187H|676949187|91150403676949187H|有限责任公司(自然人投资或控股)(1130)|2008-09-04至2028-09-01|农业||2018-10-08|500万|||赤峰市元宝山区市场监督管理局|||内蒙古自治区赤峰市元宝山区美丽河镇四家村附近公司|许可经营项目：蔬菜制品(酱腌菜)（在全国工业产品生产许可证有效期至内经营) 一般经营项目：自营进出口业务（但国家限制公司经营或者禁止进出口的商品和技术除外）农副产品批发零售；种植；养殖；农牧业技术服务；农业生产资料销售；蔬菜新品种、新技术研究推广；酱菜、酸菜、蔬菜产品的技术工艺研究；技术成果转让、技术培训（分公司经营）|内蒙古康绿源蔬菜产业有限公司成立于2004年，2008年5月进行股权重组改造，注册资本500万元人民币。现有总资产5200余万元，自有生产基地2.3万亩，职工500余人，带动从业农民5000余人,实现销售收入1.2亿元。 公司拥有设施配套、功能完善的蔬菜批发经营市场一处，经营面积120亩，建设有蔬菜保鲜库13800立方米，防雨钢罩棚6000平方米，交易商房3200平方米，年蔬菜交易量18万吨。建成3000平方米的蔬菜加工生产车间，形成了5000吨的蔬菜生产加工能力，目前已经开发出酱菜、腌渍菜、杂粮等10余个品种。    公司自有蔬菜林果生产基地三处：一是朝阳山蔬菜示范基地，规划总面积5000亩，第一期已建成日光温室500栋，重点发展高端绿色蔬菜产品，示范带动周边蔬菜园区的发展。朝阳山蔬菜基地已经认定为绿色蔬菜生产基地，黄瓜、西红柿、茄子、胡萝卜四个品种认定为绿色产品。二是风水沟优质葡萄生产基地，规划总面积1500亩，建有日光温室和塑料大棚1000栋，利用保护地设施，种植反季节葡萄，主要品种为美国提子、白鸡心等。葡萄基地的发展，与公司现有的保鲜库设施相配套，成为种植业利润的一个主要增长点。三是黄花沟杂粮林果基地，总面积18000亩，其中榛柴有林面积10000亩。重点开发利用榛柴资源，通过截潜提水、分片轮伐、围栏封育、合理抚育，为食用菌项目提供优质、充足的原料保障。 公司坚持“农业、农民、企业联姻，基地、市场、品牌同步”的发展战略方针，以“面向农村，服务农民，发展农业”为宗旨，树立“团结奋进、艰苦创业、求真务实、科技创新”的企业精神，高起点谋划，高水平建设，高效能运营。        公司采取自建基地作示范、内联合作社求规模、外联销售代理商打市场的策略。以公司投资、农民土地入股、反租倒包的形式，自建示范基地3处，自有生产基地已达2.3万亩，雇用农民工900余人；以订单种植、定价收购和推荐品种、市场价收购等形式，与区内的四家村、青山村、新地村、庄头营子村、风水沟村、大三家村、马蹄营子村等农业生产合作社结成紧密型合作关系，蔬菜种植面积达1万余亩，带动从业农民5000余人，对周边蔬菜产区产生了明显的辐射拉动效应；以利益共沾、风险共担的原则，与满洲里亿丰公司、安徽和县皖东蔬菜批发市场等单位联合， 开辟了蔬菜南北销售的重要通道，与满州里亿丰公司签订协议，共同争取到了出口基地的商检认证，蔬菜产品除了行销河北、广东、安徽、上海、北京等国内地区、城市,还远销到东南亚、俄罗斯、韩国、日本等地。2009年我们进一步加大力度推行品牌战略，有效地实施了“放心菜工程”，准备在平庄、赤峰、沈阳、大连、哈尔滨等地建立蔬菜直销店，搞农超对接，消费者可以从直营店放心购买无公害、绿色的蔬菜产品。    根据产业化发展的需求，依托呼市蔬菜研究所的技术力量，成立了绿色蔬菜技术服务中心，在政府的支持下，招聘了10名事业编制大学生，又高薪聘请了朝阳等地资深技术人员现场指导，力求以技术手段降低蔬菜生产成本，提高市场竞争力。现公司技术服务中心拥有高级农艺师、高级经济师等中高级职称人员及硕士、双学士等本科以上学历人员30余人。在葡萄生产方面,公司采取外引科研单位、内联农业生产合作社、公司自有基地作示范的发展策略，与天津果树研究所、中国葡萄协会结成合作伙伴，与风水沟葡萄生产合作社结成生产联合体，形成了技术有依托、联合成规模、发展按规划、管理有标准的生产体系，有效推动葡萄产业的发展。在食用菌生产方面，公司与平庄镇合作规划万亩木耳种植示范项目，正在实施之中。项目采取“二集中、一分散”的发展模式，公司负责菌种供应和产品回收，镇、村组织农户种植。逐步形成以市场为龙头、以收购加工为保障、以基地为载体的食用菌产业链条。   现在公司已被认定为“内蒙古自治区农业产业化龙头企业”。在第三届全国优质农产品进超市贸易洽谈会上，公司产品获得了“2009年度商超推荐产品”荣誉。
内蒙古大牧场牧业（集团）有限责任公司|王海峰|0476-2233700|dmc_shm@163.com||内蒙古自治区赤峰市元宝山区工业园区平庄工业项目区|5727万|2005-10-18|存续|150403000001540|91150403779481484F|779481484|91150403779481484F|有限责任公司(自然人投资或控股)(1130)|2005-10-18至2025-10-17|畜牧业||2017-12-18|2146.35万|||赤峰市元宝山区市场监督管理局|内蒙古大牧场食品有限责任公司||内蒙古自治区赤峰市元宝山区工业园区平庄工业项目区附近公司|许可经营项目：无 一般经营项目：经检疫合格的动物及动物产品 、肉制品、速冻食品生产销售；进出口贸易（国家限制进出口的产品和技术除外）|内蒙古大牧场牧业（集团）有限责任公司于2005年10月18日在赤峰市工商行政管理局元宝山区分局登记成立。法定代表人王海峰，公司经营范围包括许可经营项目：无一般经营项目：经检疫合格的动物及动物产品等。
赤峰瑞阳化工有限公司|刘泉|0476-5999183|ruiyanghuagong@sina.com|www.nmruiyangchemical.com|内蒙古自治区赤峰市元宝山区赤峰市资源型城市经济转型开发试验区|40000万|2005-07-08|存续|150400000003247|9115040377612641X1|77612641X|9115040377612641X1|有限责任公司（非自然人投资或控股的法人独资）(1153)|2005-07-08至无固定期限|批发业||2019-05-07|20000万|500-999人|719|赤峰市元宝山区市场监督管理局|||内蒙古自治区赤峰市元宝山区赤峰市资源型城市经济转型开发试验区附近公司|工业季戊四醇、单季戊四醇、双季戊四醇、三季戊四醇、乙醇（食用酒精、药用酒精、无水酒精、医用酒精）、单一饲料、三羟甲基丙烷、双三羟甲基丙烷、甲酸钠、甲酸钙、甲醛溶液、乙醛、甲酸、杂戊醇、食品添加剂（液体二氧化碳）、玉米胚芽油生产销售；热力供应；粮食购销；农作物种植；自有房屋、设备、场地租赁；化工原料（除危险品）、机电产品、建筑材料、煤炭经销；自营或代理产品及技术的进出口业务。|赤峰瑞阳化工有限公司是一家专业生产季戊四醇系列产品的国家级高新技术企业，公司位于内蒙古赤峰市元宝山区平庄工业项目区，注册资金8000万元人民币，占地面积440亩，资产3.1亿元人民币。产品为4万吨季戊四醇及其副产品双季戊四醇、甲酸钙、甲酸钠等，是江苏瑞阳化工股份有限公司的全资子公司。
